Neuron1	Neuron2	Type	Nbr
AVAL	DVA	Rp	3
AVAR	DVA	Rp	1
AVBL	DVA	Rp	1
AVEL	DVA	R	3
AVEL	DVA	Rp	6
AVER	DVA	R	2
AVER	DVA	Rp	3
AVKL	DVA	S	1
DB02	DVA	Rp	1
DB03	DVA	R	2
DB04	DVA	R	1
DB05	DVA	Rp	1
DB06	DVA	R	2
DB07	DVA	R	1
DB07	DVA	Rp	1
AVBL	DVA	EJ	1
AVBR	DVA	EJ	1
DB01	DVA	EJ	1
PVCL	DVA	EJ	1
PVR	DVA	EJ	2
FLPL	DVA	Sp	1
FLPR	DVA	Sp	1
PDEL	DVA	R	1
PDEL	DVA	Rp	2
PDEL	DVA	S	16
PDEL	DVA	Sp	8
PDER	DVA	S	19
PDER	DVA	Sp	16
PHAL	DVA	Sp	2
PHAR	DVA	S	1
PHAR	DVA	Sp	1
PHCL	DVA	S	4
PHCL	DVA	Sp	2
PHCR	DVA	S	3
PHCR	DVA	Sp	5
PLMR	DVA	Sp	5
PVCL	DVA	Rp	3
PVCL	DVA	Sp	4
PVCR	DVA	Rp	1
PVDR	DVA	S	2
PVDR	DVA	Sp	1
PVM	DVA	S	2
PVM	DVA	Sp	1
PVR	DVA	R	1
PVR	DVA	Rp	2
PVR	DVA	Sp	1
RIAL	DVA	R	1
RIAR	DVA	R	1
RIAR	DVA	Rp	1
RIMR	DVA	Rp	1
RIR	DVA	Rp	3
RIR	DVA	Sp	2
SAADR	DVA	Rp	1
SAAVL	DVA	Rp	1
SAAVR	DVA	Rp	1
SABD	DVA	Rp	1
SDQR	DVA	Sp	3
SMBDL	DVA	Rp	3
SMBDR	DVA	Rp	2
SMBVL	DVA	Rp	3
SMBVR	DVA	Rp	2
VA02	DVA	Rp	1
VA12	DVA	Rp	1
VB01	DVA	Rp	1
VB01	DVA	Sp	1
VB11	DVA	Rp	2
AVL	DVB	R	2
AVL	DVB	Rp	3
DA08	DVB	R	2
DA08	DVB	Rp	2
DD06	DVB	Rp	3
AS09	DVB	EJ	7
AVL	DVB	EJ	1
VA09	DVB	EJ	1
VB09	DVB	EJ	1
DVC	DVB	Rp	3
PDA	DVB	Rp	1
PHCL	DVB	Rp	1
PVPL	DVB	R	1
PVPL	DVB	Rp	1
AIBL	DVC	Rp	1
AIBR	DVC	Rp	3
AVAL	DVC	Rp	5
AVAR	DVC	Rp	7
AVBL	DVC	Rp	1
AVDR	DVC	S	1
AVKL	DVC	Rp	2
AVKR	DVC	Rp	1
DVB	DVC	Sp	3
AIBL	DVC	EJ	1
AIBR	DVC	EJ	2
AVL	DVC	EJ	9
PVPL	DVC	EJ	2
PVPR	DVC	EJ	13
VA09	DVC	EJ	1
VD01	DVC	EJ	5
VD10	DVC	EJ	4
PVPR	DVC	S	1
PVPR	DVC	Sp	1
PVQR	DVC	Sp	1
PVT	DVC	Rp	1
PVT	DVC	S	2
RIBL	DVC	Rp	1
RIBR	DVC	Rp	1
RIGL	DVC	R	1
RIGL	DVC	Rp	4
RIGL	DVC	Sp	1
RIGR	DVC	Rp	5
RMFL	DVC	Rp	2
RMFR	DVC	Rp	4
VC01	DVC	S	1
VC02	DVC	S	1
VC03	DVC	S	1
VC05	DVC	S	2
ADEL	FLPL	Rp	2
ADEL	FLPL	S	1
ADEL	FLPL	Sp	1
ADER	FLPL	Rp	2
ADER	FLPL	Sp	1
AIBL	FLPL	R	1
AIBL	FLPL	Rp	1
AIBL	FLPL	Sp	1
AIBR	FLPL	Rp	2
AVAL	FLPL	R	4
AVAL	FLPL	Rp	10
AVAR	FLPL	Rp	17
AVBL	FLPL	R	1
AVBL	FLPL	Rp	3
AVBR	FLPL	R	1
AVBR	FLPL	Rp	4
AVDL	FLPL	Rp	6
AVDR	FLPL	Rp	13
DVA	FLPL	Rp	1
AVAL	FLPL	EJ	1
AVDL	FLPL	EJ	1
FLPR	FLPL	EJ	2
RIH	FLPL	EJ	1
FLPR	FLPL	Rp	1
FLPR	FLPL	Sp	2
PVCR	FLPL	Sp	1
SDQL	FLPL	Sp	1
ADAL	FLPR	Sp	1
ADER	FLPR	R	1
ADER	FLPR	Rp	1
ADER	FLPR	Sp	1
AIBR	FLPR	Rp	1
AVAL	FLPR	R	2
AVAL	FLPR	Rp	10
AVAR	FLPR	Rp	5
AVBL	FLPR	Rp	5
AVBR	FLPR	Rp	1
AVDL	FLPR	R	2
AVDL	FLPR	Rp	8
AVDR	FLPR	Rp	1
AVEL	FLPR	Rp	4
AVER	FLPR	Rp	2
AVJR	FLPR	R	1
DVA	FLPR	Rp	1
FLPL	FLPR	Rp	2
FLPL	FLPR	Sp	1
AVDL	FLPR	EJ	1
AVDR	FLPR	EJ	1
FLPL	FLPR	EJ	2
PVCL	FLPR	Rp	2
VB01	FLPR	Rp	1
AIAL	HSNL	Rp	1
AIAL	HSNL	S	1
AIMR	HSNL	Sp	1
AIYR	HSNL	Sp	1
AIZL	HSNL	Rp	2
AIZR	HSNL	Rp	1
ASHL	HSNL	Rp	1
ASHR	HSNL	Rp	2
ASJL	HSNL	Sp	1
ASJR	HSNL	R	1
ASKL	HSNL	Rp	1
AVDR	HSNL	Rp	2
AVFL	HSNL	R	1
AVFL	HSNL	Rp	5
AVFL	HSNL	Sp	1
AVJL	HSNL	R	1
AVJL	HSNL	Rp	1
AWBL	HSNL	R	1
AWBL	HSNL	Rp	1
AWBR	HSNL	Rp	2
BDUL	HSNL	Sp	1
HSNR	HSNL	EJ	1
HSNR	HSNL	Rp	3
HSNR	HSNL	S	1
PLML	HSNL	S	1
PVQL	HSNL	Sp	2
RIFL	HSNL	Rp	3
RIML	HSNL	Rp	2
RIR	HSNL	Sp	1
SABVL	HSNL	Rp	2
VC05	HSNL	R	3
VC05	HSNL	S	1
AIBL	HSNR	Rp	1
AIBR	HSNR	Rp	1
AIMR	HSNR	Sp	2
AIYL	HSNR	Sp	1
AIZL	HSNR	Rp	1
AIZR	HSNR	Rp	1
AS05	HSNR	R	1
ASHL	HSNR	Rp	2
ASHR	HSNR	Sp	1
ASJL	HSNR	Sp	1
ASJR	HSNR	Sp	1
AVBR	HSNR	S	1
AVDR	HSNR	Rp	1
AVFL	HSNR	R	1
AVFL	HSNR	Rp	1
AVFR	HSNR	S	1
AVJL	HSNR	Rp	1
AVJL	HSNR	S	1
AVL	HSNR	R	1
AVL	HSNR	S	1
AWBL	HSNR	Rp	1
BDUR	HSNR	Rp	1
BDUR	HSNR	S	1
BDUR	HSNR	Sp	3
DA05	HSNR	Rp	1
DA06	HSNR	Rp	1
HSNL	HSNR	EJ	1
HSNL	HSNR	R	1
HSNL	HSNR	Sp	3
PLMR	HSNR	S	1
PVNR	HSNR	EJ	1
PVNR	HSNR	R	1
PVNR	HSNR	Rp	1
PVNR	HSNR	Sp	1
PVQR	HSNR	Rp	1
PVQR	HSNR	S	1
RIFR	HSNR	R	1
RIFR	HSNR	Rp	3
RIFR	HSNR	Sp	1
RMGR	HSNR	Rp	1
SABD	HSNR	R	1
SABVR	HSNR	Rp	1
VA06	HSNR	Rp	1
VC02	HSNR	R	1
VC02	HSNR	Rp	2
VC03	HSNR	R	1
VC03	HSNR	S	1
VD04	HSNR	R	2
CEPDL	IL1DL	Sp	4
IL1DR	IL1DL	EJ	1
IL1L	IL1DL	EJ	1
OLLL	IL1DL	EJ	1
RMEV	IL1DL	EJ	1
IL1L	IL1DL	S	1
IL2DL	IL1DL	Sp	7
PVR	IL1DL	R	1
PVR	IL1DL	Sp	1
RIH	IL1DL	Rp	1
RIPL	IL1DL	Rp	2
RMDDR	IL1DL	Rp	1
RMDVL	IL1DL	Rp	4
URADL	IL1DL	Sp	2
URYDL	IL1DL	Rp	1
CEPDR	IL1DR	Sp	5
IL1DL	IL1DR	EJ	1
IL1R	IL1DR	EJ	1
OLLR	IL1DR	EJ	1
RMEV	IL1DR	EJ	1
IL1R	IL1DR	S	1
IL2DR	IL1DR	Sp	7
OLLR	IL1DR	Sp	2
PVR	IL1DR	Sp	1
RIPR	IL1DR	Rp	5
RMDVR	IL1DR	Rp	5
URADR	IL1DR	Sp	1
ADEL	IL1L	Sp	1
AVER	IL1L	Rp	2
IL1DL	IL1L	R	1
IL1DL	IL1L	EJ	1
IL1VL	IL1L	EJ	1
IL1VL	IL1L	Sp	1
IL2L	IL1L	Sp	1
RMDDL	IL1L	Rp	5
RMDL	IL1L	Rp	1
RMDR	IL1L	Rp	3
RMDVL	IL1L	Rp	4
RMDVR	IL1L	Rp	2
RMER	IL1L	Rp	1
URBL	IL1L	Sp	1
AVEL	IL1R	Rp	1
AVER	IL1R	Rp	1
CEPDR	IL1R	Sp	1
IL1DR	IL1R	R	1
IL1DR	IL1R	EJ	1
IL1VR	IL1R	EJ	1
IL1VR	IL1R	Sp	1
IL2R	IL1R	Sp	1
RIAR	IL1R	Sp	1
RMDDL	IL1R	Rp	3
RMDDR	IL1R	Rp	2
RMDL	IL1R	R	1
RMDL	IL1R	Rp	3
RMDR	IL1R	Rp	2
RMDVL	IL1R	Rp	1
RMDVR	IL1R	Rp	4
RMEL	IL1R	Rp	2
RMHL	IL1R	Rp	1
URAVR	IL1R	Sp	1
URBR	IL1R	Sp	3
URXR	IL1R	Rp	2
CEPVL	IL1VL	Sp	2
IL1L	IL1VL	Rp	1
IL1L	IL1VL	EJ	1
IL1VR	IL1VL	EJ	1
RMED	IL1VL	EJ	1
IL2VL	IL1VL	Sp	7
OLLL	IL1VL	Sp	2
OLQVL	IL1VL	S	1
OLQVL	IL1VL	Sp	1
PVR	IL1VL	Sp	1
RIPL	IL1VL	Rp	4
RMDDL	IL1VL	Rp	5
URYVL	IL1VL	Rp	1
URYVL	IL1VL	Sp	1
CEPVR	IL1VR	S	1
CEPVR	IL1VR	Sp	1
IL1R	IL1VR	Rp	1
IL1R	IL1VR	EJ	1
IL1VL	IL1VR	EJ	1
IL2R	IL1VR	EJ	1
IL2VR	IL1VR	Rp	1
IL2VR	IL1VR	Sp	6
OLLR	IL1VR	Sp	1
OLQVR	IL1VR	Sp	1
PVR	IL1VR	Sp	1
RIPR	IL1VR	R	1
RIPR	IL1VR	Rp	5
RMDDR	IL1VR	Rp	10
RMER	IL1VR	Rp	1
URYVR	IL1VR	Sp	1
AUAL	IL2DL	R	1
IL1DL	IL2DL	Rp	7
OLQDL	IL2DL	Rp	2
RIBL	IL2DL	Rp	1
RIPL	IL2DL	Rp	10
RMEL	IL2DL	Rp	4
RMER	IL2DL	Rp	3
URADL	IL2DL	R	1
URADL	IL2DL	Rp	2
CEPDR	IL2DR	Rp	1
IL1DR	IL2DR	Rp	7
RICR	IL2DR	Rp	1
RIPR	IL2DR	Rp	11
RMED	IL2DR	Rp	1
RMEL	IL2DR	Rp	2
RMER	IL2DR	Rp	2
RMEV	IL2DR	Rp	1
URADR	IL2DR	Rp	3
ADEL	IL2L	Rp	2
ADEL	IL2L	S	1
ADEL	IL2L	Sp	1
AVEL	IL2L	Rp	1
IL1L	IL2L	Rp	1
RMGL	IL2L	EJ	1
IL2VL	IL2L	Sp	1
OLQDL	IL2L	R	2
OLQDL	IL2L	Rp	3
OLQVL	IL2L	R	2
OLQVL	IL2L	Rp	6
RICL	IL2L	Rp	1
RIH	IL2L	Rp	7
RIH	IL2L	Sp	2
RMDL	IL2L	R	1
RMDL	IL2L	Rp	2
RMDR	IL2L	Rp	1
RMER	IL2L	Rp	2
RMEV	IL2L	Rp	2
URXL	IL2L	Rp	2
ADER	IL2R	R	1
ADER	IL2R	Rp	1
IL1R	IL2R	Rp	1
IL1VR	IL2R	EJ	1
RMGR	IL2R	EJ	1
URXR	IL2R	EJ	1
OLLR	IL2R	R	1
OLLR	IL2R	Rp	1
OLLR	IL2R	S	1
OLQDR	IL2R	Rp	2
OLQVR	IL2R	R	2
OLQVR	IL2R	Rp	5
RIH	IL2R	Rp	6
RIH	IL2R	Sp	1
RMDL	IL2R	R	1
RMDL	IL2R	Rp	1
RMEL	IL2R	Rp	2
RMEV	IL2R	Rp	1
URBR	IL2R	R	1
URBR	IL2R	S	1
BAGR	IL2VL	Rp	1
IL1VL	IL2VL	Rp	7
IL2L	IL2VL	Rp	1
OLQVL	IL2VL	Rp	1
OLQVL	IL2VL	Sp	1
RIAL	IL2VL	Rp	1
RIH	IL2VL	Rp	2
RIPL	IL2VL	Rp	11
RMEL	IL2VL	R	1
RMEL	IL2VL	Rp	1
RMER	IL2VL	Rp	4
RMEV	IL2VL	Rp	1
URAVL	IL2VL	Rp	3
CEPVR	IL2VR	Sp	2
IL1VR	IL2VR	Rp	6
IL1VR	IL2VR	Sp	1
OLQVR	IL2VR	R	1
OLQVR	IL2VR	Rp	1
RIAR	IL2VR	Rp	2
RIH	IL2VR	R	1
RIH	IL2VR	Rp	2
RIPR	IL2VR	R	1
RIPR	IL2VR	Rp	14
RMEL	IL2VR	Rp	3
RMER	IL2VR	Rp	2
RMEV	IL2VR	Rp	3
URAVR	IL2VR	Rp	4
URXR	IL2VR	Rp	1
AVAL	LUAL	Rp	5
AVAL	LUAL	Sp	1
AVAR	LUAL	R	1
AVAR	LUAL	Rp	5
AVAR	LUAL	Sp	1
AVDL	LUAL	Rp	4
AVDL	LUAL	Sp	1
AVDR	LUAL	Rp	2
AVDR	LUAL	Sp	2
AVJL	LUAL	Rp	1
AVAL	LUAL	EJ	1
PLML	LUAL	EJ	1
PVR	LUAL	EJ	1
PHBL	LUAL	Rp	1
PHCL	LUAL	Sp	1
PVNL	LUAL	Rp	1
PVWL	LUAL	Rp	1
VA12	LUAL	S	2
AVAL	LUAR	Rp	3
AVAR	LUAR	Rp	7
AVAR	LUAR	Sp	3
AVDL	LUAR	Rp	1
AVDR	LUAR	Rp	3
AVJR	LUAR	Rp	1
PLMR	LUAR	EJ	1
PVR	LUAR	EJ	1
PHCR	LUAR	Sp	1
PQR	LUAR	Rp	1
PQR	LUAR	Sp	1
PVCR	LUAR	Rp	3
PVCR	LUAR	Sp	1
PVR	LUAR	R	1
PVWL	LUAR	Rp	1
ADEL	OLLL	S	1
ADEL	OLLL	Sp	1
AVER	OLLL	R	3
AVER	OLLL	Rp	18
CEPDL	OLLL	Rp	3
CEPDL	OLLL	Sp	2
CEPVL	OLLL	Rp	4
CEPVL	OLLL	Sp	4
IL1VL	OLLL	Rp	2
IL1DL	OLLL	EJ	1
OLLR	OLLL	EJ	2
RIGL	OLLL	EJ	1
RIBL	OLLL	Rp	8
RMDDL	OLLL	Rp	7
RMDL	OLLL	R	2
RMDVL	OLLL	Rp	1
RMEL	OLLL	Rp	2
SAADR	OLLL	S	1
SMDDL	OLLL	R	2
SMDDL	OLLL	Rp	1
SMDDR	OLLL	R	3
SMDDR	OLLL	Rp	1
SMDVR	OLLL	R	4
URYDL	OLLL	Rp	1
ADER	OLLR	Sp	2
ADLR	OLLR	Sp	1
AVEL	OLLR	R	1
AVEL	OLLR	Rp	15
CEPDR	OLLR	R	1
CEPDR	OLLR	Rp	1
CEPDR	OLLR	S	1
CEPDR	OLLR	Sp	7
CEPVR	OLLR	Rp	6
CEPVR	OLLR	S	1
CEPVR	OLLR	Sp	6
IL1DR	OLLR	Rp	2
IL1VR	OLLR	Rp	1
IL2R	OLLR	R	1
IL2R	OLLR	S	1
IL2R	OLLR	Sp	1
IL1DR	OLLR	EJ	1
OLLL	OLLR	EJ	2
RIGR	OLLR	EJ	1
RIBR	OLLR	R	2
RIBR	OLLR	Rp	8
RIS	OLLR	Sp	1
RMDDR	OLLR	Rp	10
RMDL	OLLR	R	3
RMDL	OLLR	Sp	2
RMDVR	OLLR	Rp	3
RMER	OLLR	Rp	2
SAAVL	OLLR	Sp	1
SMDDR	OLLR	R	1
SMDVL	OLLR	R	4
SMDVR	OLLR	R	3
VC05	OLLR	S	1
CEPDL	OLQDL	Sp	6
IL2DL	OLQDL	Sp	2
IL2L	OLQDL	S	2
IL2L	OLQDL	Sp	3
CEPDL	OLQDL	EJ	1
RIBL	OLQDL	EJ	2
RIGL	OLQDL	EJ	1
RMDVL	OLQDL	EJ	1
URBL	OLQDL	EJ	1
RICR	OLQDL	R	1
RIH	OLQDL	S	2
RIH	OLQDL	Sp	2
RIPL	OLQDL	S	1
RIPR	OLQDL	S	1
RMDDR	OLQDL	R	1
RMDDR	OLQDL	Rp	3
SIBVL	OLQDL	Rp	3
AIMR	OLQDR	Sp	1
CEPDR	OLQDR	Sp	5
IL2R	OLQDR	Sp	2
CEPDR	OLQDR	EJ	2
RIBR	OLQDR	EJ	2
RIGR	OLQDR	EJ	1
RIH	OLQDR	EJ	1
RMDVR	OLQDR	EJ	1
URBR	OLQDR	EJ	1
RICL	OLQDR	R	1
RICR	OLQDR	Rp	1
RIH	OLQDR	Sp	2
RIPL	OLQDR	S	1
RIPR	OLQDR	S	1
RMDDL	OLQDR	R	1
RMDDL	OLQDR	Rp	2
RMHR	OLQDR	Rp	1
SIBVR	OLQDR	Rp	2
ADFL	OLQVL	Sp	1
ADLL	OLQVL	Sp	1
CEPVL	OLQVL	Sp	6
IL1VL	OLQVL	R	1
IL1VL	OLQVL	Rp	1
IL2L	OLQVL	S	2
IL2L	OLQVL	Sp	6
IL2VL	OLQVL	Rp	1
IL2VL	OLQVL	Sp	1
ADLL	OLQVL	EJ	1
CEPVL	OLQVL	EJ	1
RIBL	OLQVL	EJ	1
RIGL	OLQVL	EJ	1
RMDDL	OLQVL	EJ	1
URBL	OLQVL	EJ	1
RICL	OLQVL	R	1
RIH	OLQVL	Rp	1
RIH	OLQVL	Sp	1
RIPL	OLQVL	Rp	1
RMDVR	OLQVL	R	1
RMDVR	OLQVL	Rp	3
SIBDL	OLQVL	Rp	3
CEPVR	OLQVR	Sp	3
IL1VR	OLQVR	Rp	1
IL2R	OLQVR	S	2
IL2R	OLQVR	Sp	5
IL2VR	OLQVR	S	1
IL2VR	OLQVR	Sp	1
CEPVR	OLQVR	EJ	1
RIBR	OLQVR	EJ	1
RIGR	OLQVR	EJ	1
RMDDR	OLQVR	EJ	1
URBR	OLQVR	EJ	1
RICR	OLQVR	R	1
RIH	OLQVR	Rp	2
RIH	OLQVR	Sp	6
RIPR	OLQVR	Rp	2
RMDVL	OLQVR	Rp	4
RMER	OLQVR	Rp	1
SIBDR	OLQVR	Rp	4
URXR	OLQVR	Sp	1
AS11	PDA	Rp	1
AS11	PDA	S	1
DA09	PDA	Rp	1
DD06	PDA	Rp	1
DVB	PDA	Sp	1
DA09	PDA	EJ	1
PVNR	PDA	Rp	1
VD13	PDA	Rp	3
AS11	PDB	S	1
AS11	PDB	EJ	2
RID	PDB	EJ	2
VD13	PDB	Rp	4
AVAR	PDEL	Sp	1
AVKL	PDEL	R	1
AVKL	PDEL	Rp	5
AVKL	PDEL	S	2
AVKL	PDEL	Sp	1
DVA	PDEL	R	16
DVA	PDEL	Rp	8
DVA	PDEL	S	1
DVA	PDEL	Sp	2
PDER	PDEL	EJ	3
PVCR	PDEL	EJ	1
PVM	PDEL	EJ	1
PDER	PDEL	Rp	1
PLMR	PDEL	Sp	2
PVCR	PDEL	Sp	1
PVM	PDEL	Rp	2
PVM	PDEL	S	1
PVM	PDEL	Sp	6
PVR	PDEL	Rp	2
PVR	PDEL	Sp	1
VA09	PDEL	R	1
VD11	PDEL	R	1
AVAR	PDER	Sp	1
AVFL	PDER	Sp	1
AVKL	PDER	Rp	16
AVKL	PDER	Sp	1
DVA	PDER	R	19
DVA	PDER	Rp	16
PDEL	PDER	Sp	1
PDEL	PDER	EJ	3
PVM	PDER	EJ	1
VA08	PDER	EJ	1
VD09	PDER	EJ	1
PLMR	PDER	Sp	3
PVCL	PDER	R	1
PVCR	PDER	R	1
PVM	PDER	S	2
PVM	PDER	Sp	6
PVR	PDER	Sp	1
AVDR	PHAL	Rp	1
AVFL	PHAL	Rp	3
AVG	PHAL	R	1
AVG	PHAL	Rp	4
AVG	PHAL	Sp	2
AVHL	PHAL	Rp	1
AVHR	PHAL	Rp	1
DVA	PHAL	Rp	2
PHAR	PHAL	EJ	2
PHAR	PHAL	Rp	5
PHAR	PHAL	S	1
PHAR	PHAL	Sp	5
PHBL	PHAL	Rp	5
PHBR	PHAL	Rp	5
PVQL	PHAL	Rp	2
AVG	PHAR	R	1
AVG	PHAR	Rp	2
AVHR	PHAR	Rp	1
DA08	PHAR	Rp	1
DVA	PHAR	R	1
DVA	PHAR	Rp	1
PHAL	PHAR	R	1
PHAL	PHAR	Rp	5
PHAL	PHAR	Sp	5
PHAL	PHAR	EJ	2
PHBL	PHAR	Rp	1
PVPL	PHAR	EJ	3
PHBR	PHAR	Rp	5
PVQL	PHAR	Rp	2
AVAL	PHBL	Rp	9
AVAR	PHBL	Rp	6
AVDL	PHBL	Rp	1
LUAL	PHBL	Sp	1
PHAL	PHBL	Sp	5
PHAR	PHBL	Sp	1
PHBR	PHBL	EJ	3
PHBR	PHBL	Rp	1
PHBR	PHBL	Sp	1
PVCL	PHBL	Rp	13
VA12	PHBL	Rp	1
AVAL	PHBR	Rp	7
AVAR	PHBR	Rp	7
AVDL	PHBR	Rp	1
AVDR	PHBR	Rp	1
AVFL	PHBR	Rp	1
DA08	PHBR	Rp	1
PHAL	PHBR	Sp	5
PHAR	PHBR	Sp	5
PHBL	PHBR	Rp	1
PHBL	PHBR	Sp	1
AVHL	PHBR	EJ	1
PHBL	PHBR	EJ	3
PVCL	PHBR	Rp	6
PVCR	PHBR	Rp	3
VA12	PHBR	Rp	2
AVAL	PHCL	Rp	1
DA09	PHCL	Rp	7
DVA	PHCL	R	4
DVA	PHCL	Rp	2
DVB	PHCL	Sp	1
LUAL	PHCL	Rp	1
DA09	PHCL	EJ	1
PHCR	PHCL	EJ	1
PLML	PHCL	EJ	1
VA12	PHCL	EJ	1
PHCR	PHCL	Sp	1
PVCL	PHCL	Rp	2
VA12	PHCL	Rp	2
AVHR	PHCR	Rp	1
DA09	PHCR	Rp	2
DVA	PHCR	R	3
DVA	PHCR	Rp	5
LUAR	PHCR	Rp	1
PHCL	PHCR	Rp	1
PHCL	PHCR	EJ	1
PVCR	PHCR	EJ	1
VA12	PHCR	EJ	1
PVCR	PHCR	Rp	8
VA12	PHCR	Rp	1
HSNL	PLML	R	1
LUAL	PLML	EJ	1
PHCL	PLML	EJ	1
PVCL	PLML	EJ	1
AS06	PLMR	Rp	1
AVAL	PLMR	R	1
AVAL	PLMR	Rp	3
AVAR	PLMR	Rp	1
AVDL	PLMR	R	1
AVDR	PLMR	Rp	4
AVJL	PLMR	Sp	2
DVA	PLMR	Rp	5
HSNR	PLMR	R	1
PDEL	PLMR	Rp	2
PDER	PLMR	Rp	3
LUAR	PLMR	EJ	1
PVCR	PLMR	EJ	1
PVR	PLMR	EJ	2
PVCL	PLMR	Rp	2
SAADL	PLNL	Rp	5
SMBVL	PLNL	R	1
SMBVL	PLNL	Rp	5
SMBVL	PLNL	Sp	1
SAADR	PLNR	Rp	4
SMBVR	PLNR	R	2
SMBVR	PLNR	Rp	4
AVAL	PQR	R	3
AVAL	PQR	Rp	5
AVAR	PQR	R	2
AVAR	PQR	Rp	9
AVDL	PQR	Rp	7
AVDR	PQR	Rp	6
AVDR	PQR	S	1
AVG	PQR	R	1
LUAR	PQR	Rp	1
LUAR	PQR	Sp	1
PVPL	PQR	EJ	4
PVNL	PQR	Rp	1
PVNL	PQR	Sp	1
PVNR	PQR	Sp	2
ADLR	PVCL	S	1
ADLR	PVCL	Sp	1
ALML	PVCL	S	2
ALML	PVCL	Sp	2
AS01	PVCL	R	1
AVAL	PVCL	R	1
AVAL	PVCL	Rp	1
AVAL	PVCL	S	3
AVAL	PVCL	Sp	7
AVAR	PVCL	Rp	4
AVAR	PVCL	S	2
AVAR	PVCL	Sp	5
AVBL	PVCL	Rp	5
AVBR	PVCL	R	1
AVBR	PVCL	Rp	11
AVDL	PVCL	Rp	5
AVDL	PVCL	Sp	1
AVDR	PVCL	Rp	2
AVEL	PVCL	Rp	2
AVER	PVCL	Rp	1
AVG	PVCL	Sp	1
AVJL	PVCL	R	1
AVJL	PVCL	Rp	2
AVJL	PVCL	Sp	1
AVJR	PVCL	R	1
AVJR	PVCL	Sp	2
AVM	PVCL	Sp	4
BDUR	PVCL	S	1
BDUR	PVCL	Sp	1
DA02	PVCL	R	1
DA05	PVCL	Rp	1
DA06	PVCL	Rp	1
DB02	PVCL	Rp	3
DB03	PVCL	R	1
DB03	PVCL	Rp	3
DB04	PVCL	R	1
DB04	PVCL	Rp	2
DB05	PVCL	Rp	2
DB06	PVCL	R	2
DB07	PVCL	R	1
DB07	PVCL	Rp	2
DVA	PVCL	Rp	4
DVA	PVCL	Sp	3
FLPR	PVCL	Sp	2
PDER	PVCL	S	1
PHBL	PVCL	Sp	13
PHBR	PVCL	Sp	6
PHCL	PVCL	Sp	2
PLMR	PVCL	Sp	2
AVAL	PVCL	EJ	2
AVJL	PVCL	EJ	1
AVJR	PVCL	EJ	1
DVA	PVCL	EJ	1
PLML	PVCL	EJ	1
PVCR	PVCL	EJ	5
VB09	PVCL	EJ	2
VB10	PVCL	EJ	1
PVCR	PVCL	Rp	2
PVCR	PVCL	S	1
PVCR	PVCL	Sp	2
PVDL	PVCL	Sp	1
PVDR	PVCL	S	2
PVDR	PVCL	Sp	11
PVM	PVCL	S	2
PVNL	PVCL	Sp	1
PVNR	PVCL	S	1
PVPR	PVCL	Sp	4
RID	PVCL	R	1
RID	PVCL	Rp	4
RIFR	PVCL	Sp	1
RIS	PVCL	R	2
SIBVL	PVCL	Rp	2
VA12	PVCL	S	2
VB03	PVCL	Rp	1
VB04	PVCL	Rp	1
VB05	PVCL	R	1
VB06	PVCL	Rp	2
VB08	PVCL	Rp	1
VB10	PVCL	R	2
VB11	PVCL	Rp	1
VD13	PVCL	Sp	1
ALML	PVCR	S	1
ALML	PVCR	Sp	1
ALMR	PVCR	S	3
AQR	PVCR	Rp	1
AQR	PVCR	Sp	2
AS02	PVCR	Rp	1
AVAL	PVCR	R	2
AVAL	PVCR	Rp	5
AVAL	PVCR	S	2
AVAL	PVCR	Sp	4
AVAR	PVCR	Rp	7
AVAR	PVCR	Sp	5
AVBL	PVCR	R	2
AVBL	PVCR	Rp	6
AVBR	PVCR	Rp	6
AVDL	PVCR	Rp	5
AVDR	PVCR	Rp	1
AVEL	PVCR	Rp	1
AVEL	PVCR	Sp	1
AVER	PVCR	Rp	1
AVJL	PVCR	Sp	2
AVJR	PVCR	S	1
AVJR	PVCR	Sp	3
AVL	PVCR	R	1
AVM	PVCR	S	1
AVM	PVCR	Sp	4
DA09	PVCR	Rp	1
DB02	PVCR	Rp	1
DB03	PVCR	R	1
DB03	PVCR	Rp	2
DB04	PVCR	Rp	4
DB05	PVCR	Rp	1
DB06	PVCR	R	2
DB07	PVCR	Rp	1
DVA	PVCR	Sp	1
FLPL	PVCR	Rp	1
LUAR	PVCR	Rp	1
LUAR	PVCR	Sp	3
PDEL	PVCR	Rp	1
PDER	PVCR	S	1
PHBR	PVCR	Sp	3
PHCR	PVCR	Sp	8
PVCL	PVCR	R	1
PVCL	PVCR	Rp	2
PVCL	PVCR	Sp	2
AVAL	PVCR	EJ	5
AVAR	PVCR	EJ	3
AVJL	PVCR	EJ	3
PDEL	PVCR	EJ	1
PHCR	PVCR	EJ	1
PLMR	PVCR	EJ	1
PVCL	PVCR	EJ	5
PVWL	PVCR	EJ	2
PVWR	PVCR	EJ	1
VA08	PVCR	EJ	2
PVDL	PVCR	Rp	1
PVDL	PVCR	Sp	6
PVDR	PVCR	Sp	10
VA09	PVCR	EJ	1
PVPL	PVCR	S	1
PVPL	PVCR	Sp	2
PVPR	PVCR	S	1
PVPR	PVCR	Sp	6
PVR	PVCR	Rp	1
PVR	PVCR	S	1
PVWR	PVCR	Rp	1
PVWR	PVCR	Sp	1
