AVHL	0.10284	0.56	0.19816	0
AVHR	0.09446	-0.49	0.31206	0
AVJL	0.10673	0.56	0.21552	0
AVJR	0.09812	-0.49	0.2492	0
AVKL	0.14579	0.56	-0.4384	0
AVKR	0.13729	-0.56	-0.3616	0
AVL	0.10945	0.56	-0.19072	0
AVM	0.36374	0	-0.3276	0
AWAL	0.0967	0.49	0.05635	0
AWAR	0.09269	-0.49	0.1582	0
AWBL	0.0954	0.49	0.07588	0
AWBR	0.0888	-0.49	0.19075	0
AWCL	0.0967	0.49	-0.12138	0
AWCR	0.09222	-0.49	-0.05418	0
BAGL	0.06437	0.49	-0.02814	0
BAGR	0.05752	-0.49	-1.73472e-016	0
BDUL	0.1819	0.56	-0.01376	0
BDUR	0.1819	-0.56	-0.01376	0
CEPDL	0.0816	0.49	0.34461	0
CEPDR	0.07617	-0.49	0.3164	0
CEPVL	0.06862	0.49	-0.24276	0
CEPVR	0.06649	-0.49	-0.27524	0
DA01	0.19252	0	-0.59688	0
DA02	0.21211	0	-0.69831	0
DA03	0.29672	0	-0.76032	0
DA04	0.39761	0	-0.9138	0
DA05	0.50523	0	-0.9483	0
DA06	0.64541	0	-0.9655	0
DA07	0.75468	0	-0.8379	0
DA08	0.91859	0	-0.04074	0
DA09	0.92095	0	-0.02772	0
DB01	0.18237	0	-0.6192	2
DB02	0.15912	0	-0.58704	2
DB03	0.2055	0	-0.68274	2
DB04	0.33058	0	-0.8793	2
DB05	0.45684	0	-0.9483	2
DB06	0.61638	0	-0.931	2
DB07	0.73899	0	-0.82242	2
DD01	0.17883	0	-0.5944	0
DD02	0.25624	0	-0.72927	0
DD03	0.40422	0	-0.9138	0
DD04	0.56257	0	-0.9483	0
DD05	0.69426	0	-0.9483	0
DD06	0.91741	0	-0.05376	0
DVA	0.93157	0	0.3976	5
DVB	0.93534	0	0.3759	0
DVC	0.93534	0	0.3976	0
FLPL	0.14909	0.56	-0.23528	0
FLPR	0.14378	-0.56	-0.06688	0
HSNL	0.51785	0.7	-0.5345	0
HSNR	0.51785	-0.7	-0.5345	0
IL1DL	0.04891	0.49	0.29043	0
IL1DR	0.04608	-0.49	0.27524	0
IL1L	0.05068	0.49	0.00868	0
IL1R	0.0482	-0.49	0.00217	0
IL1VL	0.04844	0.49	-0.26222	0
IL1VR	0.05988	-0.49	-0.23625	0
IL2DL	0.041	0.49	0.32291	0
IL2DR	0.03617	-0.49	0.35546	0
IL2L	0.0462	0.49	0.05852	0
IL2R	0.04289	-0.49	0.07588	0
IL2VL	0.04395	0.49	-0.29477	0
IL2VR	0.04537	-0.49	-0.21889	0
LUAL	0.94856	0.49	0.21532	0
LUAR	0.94856	-0.49	0.18928	0
OLLL	0.04856	0.49	0.11704	0
OLLR	0.04407	-0.49	0.13867	0
OLQDL	0.05469	0.49	0.32508	0
OLQDR	0.05103	-0.49	0.32291	0
OLQVL	0.06095	0.49	-0.10185	0
OLQVR	0.05788	-0.49	-0.10619	0
PDA	0.93534	0	0.00266	0
PDB	0.91977	0	-0.03206	0
PDEL	0.63019	0.7	-0.0862	0
PDER	0.63019	-0.7	-0.0862	0
PHAL	0.93534	0.49	0.16758	0
PHAR	0.94856	-0.49	0.17626	0
PHBL	0.94856	0.49	0.1589	0
PHBR	0.94856	-0.49	0.18928	0
PHCL	0.96178	0.49	0.17192	0
PHCR	0.96178	-0.49	0.25004	0
PLML	0.92814	0.49	0.03619	0
PLMR	0.92814	-0.49	0.03619	0
PLNL	0.90454	0.49	-0.12068	0
PLNR	0.90454	-0.49	-0.12068	0
PQR	0.94856	-0.49	0.15022	0
PVCL	0.94856	0.49	0.42364	4
PVCR	0.94856	-0.49	0.42364	4
PVDL	0.63869	0.7	-0.0862	0
PVDR	0.64659	-0.7	-0.0862	0
PVM	0.72388	0	0.12366	0
PVNL	0.96178	0.49	0.34118	0
PVNR	0.96178	-0.49	0.34986	0
PVPL	0.91269	0.49	-0.1015	0
PVPR	0.90891	-0.49	-0.14056	0
PVQL	0.94856	0.49	0.2023	0
PVQR	0.93534	-0.49	0.25438	0
PVR	0.94856	-0.49	0.364	0
PVT	0.90891	0	-0.15792	0
PVWL	0.96178	0.49	0.18928	0
PVWR	0.96178	-0.49	0.38024	0
RIAL	0.08632	0.49	0.07371	0
RIAR	0.0816	-0.49	0.15386	0
RIBL	0.10437	0.56	-0.1164	0
RIBR	0.0993	-0.49	-0.08232	0
RICL	0.1183	0.56	-0.15848	0
RICR	0.117	-0.56	-0.08424	0
RID	0.07464	0	0.40964	0
RIFL	0.16656	0.56	-0.58456	0
RIFR	0.15511	-0.56	-0.55232	0
RIGL	0.1773	0.56	-0.59936	0
RIGR	0.16207	-0.56	-0.55232	0
RIH	0.09493	0	-0.21238	0
RIML	0.10992	0.56	-0.06192	0
RIMR	0.10366	-0.56	-0.04456	0
RIPL	0.05575	0.49	0.12355	0
RIPR	0.05151	-0.49	0.12138	0
RIR	0.10142	-0.56	-0.19568	0
RIS	0.13446	0	-0.36904	0
RIVL	0.10142	0.56	0.42848	0
RIVR	0.09481	-0.49	0.40313	0
RMDDL	0.09599	0.49	-0.21672	0
RMDDR	0.09387	-0.49	-0.22106	0
RMDL	0.08797	0.49	-0.11921	0
RMDR	0.08396	-0.49	-0.06937	0
RMDVL	0.08148	0.49	0.06286	0
RMDVR	0.07464	-0.49	0.091	0
RMED	0.06118	0	0.36624	0
RMEL	0.06437	0.49	0.04984	0
RMER	0.05918	-0.49	0.06069	0
RMEV	0.07983	0	-0.31423	0
RMFL	0.10555	0.56	-0.31704	0
RMFR	0.0993	-0.49	-0.22106	0
RMGL	0.1629	0.56	-0.08176	0
RMGR	0.15901	-0.56	-0.01488	0
RMHL	0.10201	0.56	-0.22536	0
RMHR	0.09847	-0.49	-0.17773	0
SAADL	0.0967	0.49	-0.20804	0
SAADR	0.09269	-0.49	-0.20153	0
SAAVL	0.08148	0.49	0.12138	0
SAAVR	0.07723	-0.49	0.11053	0
SABD	0.17281	0	-0.48	0
SABVL	0.14697	0.56	-0.52016	0
SABVR	0.15075	-0.56	-0.5424	0
SDQL	0.63444	0.7	0.0517	0
SDQR	0.18674	-0.56	0.20688	0
SIADL	0.10638	0.56	-0.27	0
SIADR	0.1085	-0.56	-0.32944	0
SIAVL	0.12195	0.56	-0.35416	0
SIAVR	0.11523	-0.56	-0.24024	0
SIBDL	0.09552	0.49	-0.15603	0
SIBDR	0.09068	-0.49	-0.11704	0
SIBVL	0.1013	0.56	-0.25264	0
SIBVR	0.09706	-0.49	-0.17556	0
SMBDL	0.11015	0.56	-0.35168	0
SMBDR	0.11157	-0.56	-0.36656	0
SMBVL	0.11428	0.56	-0.35664	0
SMBVR	0.10425	-0.56	-0.27496	0
SMDDL	0.10178	0.56	-0.3344	0
SMDDR	0.09953	-0.49	-0.27958	0
SMDVL	0.08337	0.49	0.1582	0
SMDVR	0.07829	-0.49	0.14518	0
URADL	0.04643	0.49	0.24493	0
URADR	0.04808	-0.49	0.23408	0
URAVL	0.06036	0.49	-0.20804	0
URAVR	0.05882	-0.49	-0.19719	0
URBL	0.05634	0.49	0.06069	0
URBR	0.05056	-0.49	0.08666	0
URXL	0.08337	0.49	0.23408	0
URXR	0.07841	-0.49	0.26439	0
URYDL	0.05151	0.49	0.25788	0
URYDR	0.04254	-0.49	0.26873	0
URYVL	0.05552	0.49	-0.06503	0
URYVR	0.05151	-0.49	-0.09968	0
VA01	0.17293	0	-0.59688	0
VA02	0.21529	0	-0.6975	0
VA03	0.22662	0	-0.69831	0
VA04	0.30403	0	-0.8621	0
VA05	0.37648	0	-0.8966	0
VA06	0.44351	0	-0.9655	0
VA07	0.52517	0	-0.9655	0
VA08	0.59101	0	-0.9483	0
VA09	0.65981	0	-0.9828	0
VA10	0.72152	0	-0.85347	0
VA11	0.79457	0	-0.79137	0
VA12	0.91387	0	-0.08848	0
VB01	0.15617	0	-0.5672	1
VB02	0.14213	0	-0.56224	1
VB03	0.23299	0	-0.7065	1
VB04	0.23748	0	-0.71379	1
VB05	0.31548	0	-0.8621	1
VB06	0.391	0	-0.931	1
VB07	0.46534	0	-0.9483	1
VB08	0.54204	0	-0.9655	1
VB09	0.60069	0	-0.9483	1
VB10	0.67314	0	-0.9655	1
VB11	0.7299	0	-0.8379	1
VC01	0.2442	0	-0.72927	0
VC02	0.32268	0	-0.8621	0
VC03	0.41578	0	-0.9138	0
VC04	0.48044	0	-0.9655	0
VC05	0.51301	0	-0.9828	0
VC06	0.61096	0	-0.9483	0
VD01	0.18827	0	-0.60928	0
VD02	0.19665	0	-0.6068	0
VD03	0.21942	0	-0.69831	0
VD04	0.28279	0	-0.76032	0
VD05	0.35418	0	-0.8966	0
VD06	0.42841	0	-0.8966	0
VD07	0.47313	0	-0.9483	0
VD08	0.57402	0	-0.931	0
VD09	0.63633	0	-0.9483	0
VD10	0.70099	0	-0.85347	0
VD11	0.76377	0	-0.80694	0
VD12	0.90891	0	-0.18396	0
VD13	0.92213	0	-0.00168	0
Pse_PVCL_16	0.128477	0.443333	-0.54345	4
Pse_PVCL_15	0.15389	0.47	-0.58599	4
Pse_PVCL_14	0.192147	0.49	-0.7065	4
Pse_PVCL_13	0.231284	0.49	-0.71379	4
Pse_PVCL_12	0.318768	0.49	-0.8621	4
Pse_PVCL_11	0.395173	0.49	-0.931	4
Pse_PVCL_10	0.46534	0.49	-0.9483	4
Pse_PVCL_09	0.545454	0.49	-0.9655	4
Pse_PVCL_08	0.60461	0.49	-0.9483	4
Pse_PVCL_07	0.676807	0.49	-0.9655	4
Pse_PVCL_06	0.735464	0.49	-0.86165	4
Pse_PVCL_05	0.766	0.49	-0.82825	4
Pse_PVCL_04	0.802	0.49	-0.76625	4
Pse_PVCL_03	0.839	0.49	-0.69475	4
Pse_PVCL_02	0.875	0.49	-0.5995	4
Pse_PVCL_01	0.923633	0.49	-0.243	4
Pse_PVCR_16	0.127087	-0.463333	-0.54345	4
Pse_PVCR_15	0.14213	-0.49	-0.56224	4
Pse_PVCR_14	0.192779	-0.503333	-0.60675	4
Pse_PVCR_13	0.230778	-0.49	-0.71379	4
Pse_PVCR_12	0.319021	-0.49	-0.8621	4
Pse_PVCR_11	0.394667	-0.49	-0.9405	4
Pse_PVCR_10	0.46534	-0.49	-0.9483	4
Pse_PVCR_09	0.545581	-0.49	-0.994	4
Pse_PVCR_08	0.604863	-0.49	-1.0338	4
Pse_PVCR_07	0.67706	-0.49	-1.03675	4
Pse_PVCR_06	0.73382	-0.49	-0.9044	4
Pse_PVCR_05	0.766	-0.49	-0.82825	4
Pse_PVCR_04	0.802	-0.49	-0.79	4
Pse_PVCR_03	0.839	-0.49	-0.69475	4
Pse_PVCR_02	0.875	-0.49	-0.59475	4
Pse_PVCR_01	0.922495	-0.49	-0.27625	4
Pse_DB03_01	0.194461	0.12	-0.6192	2
Pse_DB03_02	0.195538	-0.836667	-0.3882	2
Pse_DB03_03	0.194462	-1.11	0.0798	2
Pse_DB03_04	0.193539	-0.943333	0.52255	2
Pse_DB03_05	0.192615	-0.543333	0.7478	2
Pse_DB03_06	0.192407	-0.143333	0.78305	2
Pse_DB03_07	0.230868	-0.136667	0.80205	2
Pse_DB03_08	0.269439	-0.156667	0.8543	2
Pse_DB03_09	0.306851	-0.156667	0.86855	2
Pse_DB03_10	0.345901	-0.17	0.82105	2
Pse_DB03_11	0.386126	-0.176667	0.7688	2
Pse_DB03_12	0.422951	-0.196667	0.7783	2
Pse_DB03_13	0.460615	-0.223333	0.7973	2
Pse_DB03_14	0.500551	-0.143334	0.85905	2
Pse_DB03_15	0.536807	-0.136667	0.89705	2
Pse_DB03_16	0.564615	-0.143333	0.91605	2
Pse_DB03_17	0.16644	0.113334	-0.57824	2
Pse_DB03_18	0.268115	0	-0.68274	2
Pse_DB03_19	0.308885	0	-0.68274	2
Pse_DB03_20	0.345808	0	-0.68274	2
Pse_DB03_21	0.383808	0	-0.68274	2
Pse_DB03_22	0.423193	0	-0.68274	2
Pse_DB03_23	0.171553	0.16	-0.68274	2
Pse_DB03_24	0.230731	-0.836667	-0.3882	2
Pse_DB03_25	0.268115	-0.836667	-0.3882	2
Pse_DB03_26	0.308885	-0.836667	-0.3882	2
Pse_DB03_27	0.345808	-0.836667	-0.3882	2
Pse_DB03_28	0.383808	-0.836667	-0.3882	2
Pse_DB03_29	0.423193	-0.836667	-0.38824	2
Pse_DB01_01	0.178078	-0.120001	-0.6382	2
Pse_DB01_02	0.114996	-0.0933333	-0.56695	2
Pse_DB01_03	0.0774469	-0.08	-0.5147	2
Pse_DB01_04	0.03837	-0.0866667	-0.44345	2
Pse_DB01_05	0.0386777	-0.406667	-0.2297	2
Pse_DB01_06	0.03837	-0.43	0.14055	2
Pse_DB01_07	0.0396008	-0.0233333	0.34455	2
Pse_DB01_08	0.0771392	-0.03	0.49155	2
Pse_DB01_09	0.114985	-0.00333333	0.6148	2
Pse_DB01_10	0.152985	-0.00333333	0.68605	2
Pse_DB01_11	0.192062	-0.00333333	0.7858	2
Pse_DB01_12	0.230523	-0.00333333	0.80955	2
Pse_DB01_13	0.269293	-0.00333333	0.8618	2
Pse_DB01_14	0.307908	-0.00333333	0.8903	2
Pse_DB01_15	0.191908	-0.226667	-0.50995	2
Pse_DB01_16	0.229447	-0.22	-0.50045	2
Pse_DB01_17	0.267601	-0.18	-0.4862	2
Pse_DB01_18	0.193139	0.326667	-0.8187	2
Pse_DB01_19	0.229447	0.323333	-0.86145	2
Pse_DB01_20	0.267601	0.326667	-0.89945	2
Pse_DB02_01	0.15912	0.546667	-0.43604	2
Pse_DB02_02	0.158966	0.94	-0.18004	2
Pse_DB02_03	0.159274	1.00667	0.20896	2
Pse_DB02_04	0.158966	0.746667	0.51246	2
Pse_DB02_05	0.159275	0.146667	0.68296	2
Pse_DB02_06	0.192098	0.12	0.75846	2
Pse_DB02_07	0.230098	0.14	0.78171	2
Pse_DB02_08	0.268658	0.166667	0.83346	2
Pse_DB02_09	0.307735	0.113333	0.88521	2
Pse_DB02_10	0.345735	-0.0233337	0.82296	2
Pse_DB02_11	0.384351	-0.0533333	0.78596	2
Pse_DB02_12	0.422812	-0.0799996	0.79971	2
Pse_DB02_13	0.460598	-0.0966663	0.82296	2
Pse_DB02_14	0.192351	0.546667	-0.43604	2
Pse_DB02_15	0.230812	0.546667	-0.43604	2
Pse_DB02_16	0.269274	0.546667	-0.43604	2
Pse_DB02_17	0.307582	0.546667	-0.43604	2
Pse_DB02_18	0.345889	0.546667	-0.41704	2
Pse_DB02_19	0.192351	0	-0.58704	2
Pse_DB02_20	0.230812	0	-0.52529	2
Pse_DB02_21	0.269274	0	-0.48254	2
Pse_DB02_22	0.307582	0	-0.43029	2
Pse_DB02_23	0.345889	0	-0.44454	2
Pse_DB04_01	0.33058	0.546667	-0.67829	2
Pse_DB04_02	0.33058	1.01333	-0.37954	2
Pse_DB04_03	0.330327	1.05334	0.06646	2
Pse_DB04_04	0.33058	0.753334	0.55521	2
Pse_DB04_05	0.33058	0.166667	0.81121	2
Pse_DB04_06	0.346118	0.126667	0.80596	2
Pse_DB04_07	0.384706	0.0666666	0.77696	2
Pse_DB04_08	0.423195	0.04	0.80496	2
Pse_DB04_09	0.46058	0.02	0.82346	2
Pse_DB04_10	0.501427	0.00999967	0.86096	2
Pse_DB04_11	0.537893	-0.02	0.92246	2
Pse_DB04_12	0.577042	-0.0333329	0.95171	2
Pse_DB04_13	0.615475	-0.136666	0.94646	2
Pse_DB04_14	0.346118	0.546667	-0.67829	2
Pse_DB04_15	0.38458	0.546667	-0.67829	2
Pse_DB04_16	0.423195	0.546667	-0.67829	2
Pse_DB04_17	0.346118	0	-0.8793	2
Pse_DB04_18	0.38458	0	-0.8128	2
Pse_DB04_19	0.419654	0	-0.78905	2
Pse_DB05_01	0.45684	0.546667	-0.67829	2
Pse_DB05_02	0.45684	0.94	-0.37954	2
Pse_DB05_03	0.45684	1.00667	0.06646	2
Pse_DB05_04	0.45684	0.686667	0.55521	2
Pse_DB05_05	0.456378	0.14	0.80646	2
Pse_DB05_06	0.460708	0.133334	0.81071	2
Pse_DB05_07	0.502472	0.106667	0.84346	2
Pse_DB05_08	0.539536	0.113333	0.90421	2
Pse_DB05_09	0.57752	0.11	0.91796	2
Pse_DB05_10	0.615349	-0.02	0.96996	2
Pse_DB05_11	0.653042	-0.00666623	0.93746	2
Pse_DB05_12	0.692272	-0.00999967	0.94646	2
Pse_DB05_13	0.71258	-0.00999967	0.94646	2
Pse_DB05_14	0.459859	-0.186667	-1.01955	2
Pse_DB05_15	0.538272	-0.14	-1.00055	2
Pse_DB05_16	0.576888	-0.0866667	-1.01005	2
Pse_DB06_01	0.61638	0.546667	-0.67829	2
Pse_DB06_02	0.61638	0.94	-0.37954	2
Pse_DB06_03	0.61638	1.00667	0.06646	2
Pse_DB06_04	0.61638	0.686667	0.55521	2
Pse_DB06_05	0.617175	0.14	0.94421	2
Pse_DB06_06	0.653456	0.1	0.93421	2
Pse_DB06_07	0.692042	0.1	0.93371	2
Pse_DB06_08	0.727599	0.106667	0.92321	2
Pse_DB06_09	0.769042	0.13	0.86096	2
Pse_DB06_10	0.78658	0.133333	0.85121	2
Pse_DB06_11	0.653918	0.38	-0.98325	2
Pse_DB06_12	0.690826	0.38	-0.91675	2
Pse_DB06_13	0.731503	0.406667	-0.87875	2
Pse_DB06_13	0.733273	0.146667	-0.94525	2
Pse_DB07_01	0.727225	-0.00666733	-0.9612	2
Pse_DB07_02	0.727731	-0.903334	-0.6067	2
Pse_DB07_03	0.727605	-1.11	0.0798	2
Pse_DB07_04	0.727605	-0.943333	0.52255	2
Pse_DB07_05	0.727605	-0.543333	0.7478	2
Pse_DB07_06	0.727605	-0.0166664	0.91605	2
Pse_DB07_07	0.769605	-0.01	0.85905	2
Pse_DB07_08	0.807349	0	0.86146	2
Pse_DB07_09	0.845965	0	0.86096	2
Pse_DB07_10	0.885042	0	0.84171	2
Pse_DB07_11	0.923349	0	0.6745	2
Pse_DB07_12	0.941964	0	0.5795	2
Pse_DB07_13	0.76899	-0.736666	-0.46145	2
Pse_DB07_14	0.807692	-0.676667	-0.3617	2
Pse_DB07_15	0.845384	-0.583334	-0.27895	2
Pse_DB07_16	0.884616	-0.483334	-0.21245	2
Pse_DB07_17	0.923552	-0.423334	-0.11745	2
Pse_DB07_18	0.747114	-0.213333	-0.91742	2
Pse_DB07_19	0.809589	-0.373334	-0.82717	2
Pse_DB07_20	0.84589	-0.246667	-0.77017	2
Pse_DB07_21	0.885248	-0.206667	-0.64192	2
Pse_DB07_22	0.923552	-0.14	-0.53267	2
Pse_VB01_01	0.162229	-0.366666	-0.64795	1
Pse_VB01_02	0.230785	-0.373334	-0.74295	1
Pse_VB01_03	0.268939	-0.373333	-0.8332	1
Pse_VB01_04	0.308395	-0.346666	-0.8142	1
Pse_VB01_05	0.346478	-0.34	-0.8332	1
Pse_VB01_06	0.385264	-0.326666	-0.89495	1
Pse_VB01_07	0.422632	-0.32	-0.95195	1
Pse_VB01_08	0.462324	-0.32	-0.98995	1
Pse_VB01_09	0.500016	-0.24	-0.9662	1
Pse_VB01_10	0.538631	-0.213333	-0.98045	1
Pse_VB01_11	0.576785	-0.173333	-0.99945	1
Pse_VB01_12	0.615862	-0.14	-1.05645	1
Pse_VB01_13	0.653863	-0.133333	-1.0422	1
Pse_VB01_14	0.691368	-0.12	-1.01845	1
Pse_VB01_15	0.728383	-0.1	-0.9757	1
Pse_VB01_16	0.770511	-0.0933333	-0.88545	1
Pse_VB01_17	0.808539	-0.1	-0.84745	1
Pse_VB01_18	0.844851	-0.106667	-0.7857	1
Pse_VB01_19	0.884379	-0.0933337	-0.63845	1
Pse_VB01_20	0.922786	0	0.0788	1
Pse_VB01_21	0.15417	0	-0.38695	1
Pse_VB01_22	0.1154	0	-0.1972	1
Pse_VB01_23	0.115555	-0.213333	-0.3772	1
Pse_VB02_01	0.146136	-0.24	-0.59549	1
Pse_VB02_02	0.19213	-0.226666	-0.67624	1
Pse_VB02_03	0.231053	-0.22	-0.78074	1
Pse_VB02_04	0.268899	-0.226667	-0.85674	1
Pse_VB02_05	0.307668	-0.213333	-0.83774	1
Pse_VB02_06	0.345976	-0.219999	-0.84724	1
Pse_VB02_07	0.3833	-0.22	-0.90899	1
Pse_VB02_08	0.423768	-0.226666	-0.97074	1
Pse_VB02_09	0.461515	-0.22	-0.96599	1
Pse_VB02_10	0.115053	-0.0133333	-0.56224	1
Pse_VB02_11	0.0767454	0	-0.50999	1
Pse_VB02_12	0.0384377	0	-0.44349	1
Pse_VB03_01	0.237361	0.366666	-0.75875	1
Pse_VB03_02	0.307298	0.366666	-0.8775	1
Pse_VB03_03	0.346528	0.366667	-0.89175	1
Pse_VB03_04	0.385892	0.373334	-0.89175	1
Pse_VB03_05	0.42299	0.386666	-0.93925	1
Pse_VB03_06	0.461281	0.393333	-0.982	1
Pse_VB03_07	0.499605	0.42	-0.97725	1
Pse_VB03_08	0.538067	0.426668	-0.96775	1
Pse_VB03_09	0.192375	0.16	-0.75875	1
Pse_VB03_10	0.153759	0.146667	-0.7065	1
Pse_VB03_11	0.115144	0.146667	-0.7065	1
Pse_VB04_01	0.251694	0.56	-0.78079	1
Pse_VB04_02	0.30748	0.573333	-0.83304	1
Pse_VB04_03	0.347712	0.573333	-0.87954	1
Pse_VB04_04	0.387916	0.560001	-0.87479	1
Pse_VB04_05	0.422865	0.566666	-0.90329	1
Pse_VB04_06	0.461326	0.573334	-0.92779	1
Pse_VB04_07	0.499634	0.613333	-0.98029	1
Pse_VB04_08	0.538403	0.606667	-0.99879	1
Pse_VB04_09	0.576557	0.6	-0.97029	1
Pse_VB04_10	0.230557	0	-0.79454	1
Pse_VB04_11	0.191788	-0.193333	-0.75179	1
Pse_VB04_12	0.15348	-0.186667	-0.71379	1
Pse_VB05_01	0.320706	0.26	-0.84785	1
Pse_VB05_02	0.384711	0.266666	-0.8906	1
Pse_VB05_03	0.423452	0.273333	-0.9381	1
Pse_VB05_04	0.461326	0.28	-0.9476	1
Pse_VB05_05	0.499788	0.286667	-0.9571	1
Pse_VB05_06	0.537925	0.28	-0.98085	1
Pse_VB05_07	0.542057	0.4	-1.00935	1
Pse_VB05_08	0.307326	0	-0.8621	1
Pse_VB05_09	0.269172	0	-0.8621	1
Pse_VB05_10	0.230249	0	-0.8621	1
Pse_VB06_01	0.396699	0.100001	-0.931	1
Pse_VB06_02	0.461462	0.133333	-0.988	1
Pse_VB06_03	0.53794	0.14	-0.9595	1
Pse_VB06_04	0.542024	0.286666	-0.98325	1
Pse_VB06_05	0.574922	0.293333	-0.9975	1
Pse_VB06_06	0.613103	0.32	-0.9595	1
Pse_VB06_07	0.653192	0.326667	-0.9595	1
Pse_VB06_08	0.384538	0.0866667	-0.931	1
Pse_VB06_09	0.346231	0	-0.931	1
Pse_VB06_10	0.307462	0	-0.931	1
Pse_VB07_01	0.471367	-0.373334	-0.94355	1
Pse_VB07_02	0.538417	-0.366667	-0.97205	1
Pse_VB07_03	0.57734	-0.36	-0.9483	1
Pse_VB07_04	0.617925	-0.373333	-0.9863	1
Pse_VB07_05	0.654263	-0.366667	-0.99105	1
Pse_VB07_06	0.461186	-0.653333	-0.9483	1
Pse_VB07_07	0.424225	-0.4	-0.9483	1
Pse_VB07_08	0.384417	0	-0.9483	1
Pse_VB08_01	0.546434	0.18	-0.9655	1
Pse_VB08_02	0.615117	0.16	-0.9655	1
Pse_VB08_03	0.653425	0.18	-1.0035	1
Pse_VB08_04	0.676921	0.326667	-0.97025	1
Pse_VB08_05	0.724514	0.34	-0.97975	1
Pse_VB08_06	0.767347	0.36	-0.88	1
Pse_VB08_07	0.538194	-0.0333333	-0.994	1
Pse_VB08_08	0.500194	-0.02	-0.9655	1
Pse_VB08_09	0.461425	0.08	-0.9655	1
Pse_VB09_01	0.600764	-0.266667	-1.0148	1
Pse_VB09_02	0.653921	-0.253333	-1.01005	1
Pse_VB09_03	0.692915	-0.246666	-1.0338	1
Pse_VB09_04	0.730492	-0.24	-0.9388	1
Pse_VB09_05	0.772159	-0.24	-0.84855	1
Pse_VB09_06	0.81017	-0.246666	-0.81055	1
Pse_VB09_10	0.547634	-0.273334	-0.95305	1
Pse_VB10_01	0.677225	0.2	-0.99875	1
Pse_VB10_02	0.725395	0.213333	-0.97975	1
Pse_VB10_03	0.768254	0.226666	-0.8895	1
Pse_VB10_04	0.806211	0.206667	-0.8325	1
Pse_VB10_05	0.843309	0.173333	-0.77075	1
Pse_VB10_06	0.882655	0.133333	-0.64725	1
Pse_VB11_01	0.737546	0.1	-0.9424	1
Pse_VB11_01.5	0.769316	0.08	-0.8824	1
Pse_VB11_02	0.807185	0.0533333	-0.84265	1
Pse_VB11_03	0.844762	0.0400003	-0.78565	1
Pse_VB11_04	0.883702	0.0200007	-0.6384	1
Pse_VB11_05	0.922669	0	-0.5434	1
Pse_VB11_06	0.962054	0	-0.3819	1
Pse_AVBR_01	0.100543	-0.296666	-0.07455	3
Pse_AVBR_02	0.0932199	-0.283334	-0.0603	3
